"","Common_name","Scientific_name","Project","Year","Vessel","Tow","total_catch_numbers","total_catch_wt_kg","Trawl_id","Subsample_count","Subsample_wt_kg","cpue_kg_per_ha_der","Partition_sample_types","Partition","Legacy_performance_code","Performance","Station_invalid","Reason_station_invalid","Pass","Datetime_utc_iso","Depth_m","Longitude_dd","Latitude_dd","Area_swept_ha","Date","cpue_kg_km2"
"11","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",12,9,20.25,"200303003012",9,20.25,9.668157761496,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-03T00:00:00Z",123.9861,-125.01333333,47.84111111,2.094504506396,2003-Sep-03,966.8157761496
"12","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",13,7,17.85,"200303003013",7,17.85,8.277501210313,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-03T00:00:00Z",174.2101,-125.10555556,47.83888889,2.15644788765,2003-Sep-03,827.7501210313
"13","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",14,0,0,"200303003014",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-03T00:00:00Z",839.8349,-125.22777778,47.71388889,2.63814213396,2003-Sep-03,0
"14","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",15,0,0,"200303003015",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-03T00:00:00Z",595.23,-125.15638889,47.65944444,2.321740680081,2003-Sep-03,0
"15","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",16,0,0,"200303003016",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-04T00:00:00Z",896.6046,-125.85527778,48.095,2.60123958213,2003-Sep-04,0
"16","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",17,0,0,"200303003017",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-04T00:00:00Z",859.4999,-125.74833333,47.93666667,2.199912106896,2003-Sep-04,0
"17","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",19,0,0,"200303003019",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-04T00:00:00Z",1129.4489,-125.70583333,47.76916667,2.924396843876,2003-Sep-04,0
"18","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",20,26,44.65,"200303003020",26,44.65,19.877780071429,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-05T00:00:00Z",237.2786,-125.00666667,48.34388889,2.246226683239,2003-Sep-05,1987.7780071429
"19","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",21,0,0,"200303003021",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-05T00:00:00Z",113.6444,-125.32444444,48.32916667,1.750151510037,2003-Sep-05,0
"20","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",23,12,11.95,"200303003023",12,11.95,5.952943371882,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-05T00:00:00Z",203.4385,-125.17861111,48.2275,2.007410326872,2003-Sep-05,595.2943371882
"21","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",24,0,0,"200303003024",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-06T00:00:00Z",65.1401,-124.895,48.16055556,1.738928847468,2003-Sep-06,0
"22","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",25,2,11.8,"200303003025",2,11.8,4.669446353289,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-06T00:00:00Z",344.5687,-125.03277778,48.0925,2.52706618884,2003-Sep-06,466.9446353289
"23","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",26,5,14.25,"200303003026",5,14.25,6.487630751727,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-06T00:00:00Z",270.0982,-125.11583333,48.15611111,2.196487523,2003-Sep-06,648.7630751727
"24","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",27,0,0,"200303003027",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-06T00:00:00Z",99.1679,-124.9575,47.99777778,1.912879983186,2003-Sep-06,0
"25","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",28,7,28.15,"200303003028",7,28.15,13.113264179541,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-07T00:00:00Z",160.239,-125.22805556,48.00277778,2.14668137655,2003-Sep-07,1311.3264179541
"26","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",29,6,18.55,"200303003029",6,18.55,7.746278423137,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-07T00:00:00Z",141.5147,-125.13222222,48.04388889,2.394698329535,2003-Sep-07,774.6278423137
"27","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",30,3,8.65,"200303003030",3,8.65,4.103844149572,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-07T00:00:00Z",214.7101,-125.32472222,48.07694444,2.107779848536,2003-Sep-07,410.3844149572
"28","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",32,1,0.04,"200303003032",1,0.04,0.020393564953,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-07T00:00:00Z",160.6221,-125.60388889,48.11388889,1.961403025513,2003-Sep-07,2.0393564953
"29","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",33,5,36.8,"200303003033",5,36.8,14.586567468279,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-08T00:00:00Z",230.5073,-124.88027778,47.29555556,2.522869076637,2003-Sep-08,1458.6567468279
"30","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",34,5,17.25,"200303003034",5,17.25,7.560192686912,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-08T00:00:00Z",182.9549,-124.76416667,47.2925,2.2816878768,2003-Sep-08,756.0192686912
"31","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",35,11,26.5,"200303003035",11,26.5,12.839009680443,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-08T00:00:00Z",106.4511,-124.68416667,47.02916667,2.06402212161,2003-Sep-08,1283.9009680443
"32","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",37,0,0,"200303003037",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-12T00:00:00Z",803.1622,-124.68694444,46.59055556,2.479615956733,2003-Sep-12,0
"33","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",38,0,0,"200303003038",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-12T00:00:00Z",990.546,-124.63277778,46.43222222,1.792962769125,2003-Sep-12,0
"34","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",39,0,0,"200303003039",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-12T00:00:00Z",1079.79,-124.76666667,46.15166667,2.709883189145,2003-Sep-12,0
"35","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",40,0,0,"200303003040",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-13T00:00:00Z",403.1635,-124.83,46.0475,1.706604340452,2003-Sep-13,0
"36","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",41,0,0,"200303003041",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-13T00:00:00Z",256.9403,-124.71555556,46.07472222,2.072490732,2003-Sep-13,0
"37","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",42,8,24.9,"200303003042",8,24.9,11.57110760572,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-13T00:00:00Z",142.2581,-124.36527778,45.95111111,2.151911541095,2003-Sep-13,1157.110760572
"38","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",43,28,77.1,"200303003043",28,77.1,30.050967747406,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-13T00:00:00Z",173.8265,-124.525,45.79111111,2.5656411683,2003-Sep-13,3005.0967747406
"39","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",44,6,20.6,"200303003044",6,20.6,9.958933970964,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-14T00:00:00Z",143.9795,-124.30472222,45.72277778,2.06849448546,2003-Sep-14,995.8933970964
"40","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",45,4,9.7,"200303003045",4,9.7,5.187219703069,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-14T00:00:00Z",605.5384,-124.77472222,45.59361111,1.869980559,2003-Sep-14,518.7219703069
"41","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",46,0,0,"200303003046",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-14T00:00:00Z",509.2967,-124.71194444,45.36972222,1.95279003444,2003-Sep-14,0
"42","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",47,0,0,"200303003047",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-14T00:00:00Z",436.3778,-124.56638889,45.29694444,2.091032290922,2003-Sep-14,0
"43","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",48,12,17.6,"200303003048",12,17.6,7.38035646131,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-14T00:00:00Z",164.1932,-124.25972222,45.09472222,2.384708664448,2003-Sep-14,738.035646131
"44","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",49,3,6.3,"200303003049",3,6.3,3.125397701425,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-15T00:00:00Z",355.6634,-124.51,45.1375,2.015743467504,2003-Sep-15,312.5397701425
"45","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",50,0,0,"200303003050",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-15T00:00:00Z",312.5701,-124.72666667,45.12972222,2.472798636,2003-Sep-15,0
"46","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",51,7,16.65,"200303003051",7,16.65,7.190714093855,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-15T00:00:00Z",291.5931,-124.70722222,45.09027778,2.315486303958,2003-Sep-15,719.0714093855
"47","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",52,0,0,"200303003052",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-15T00:00:00Z",1065.0607,-125.02861111,44.95444444,3.052802314107,2003-Sep-15,0
"48","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",53,0,0,"200303003053",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-15T00:00:00Z",975.0699,-125.09722222,44.60638889,3.5368523476,2003-Sep-15,0
"49","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",54,0,0,"200303003054",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-16T00:00:00Z",313.1895,-124.48277778,44.93166667,2.379949181136,2003-Sep-16,0
"50","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",55,0,0,"200303003055",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-16T00:00:00Z",103.4122,-124.42055556,44.69694444,1.864798446456,2003-Sep-16,0
"51","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",56,0,0,"200303003056",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-16T00:00:00Z",72.5937,-124.24638889,44.51083333,1.902455801685,2003-Sep-16,0
"52","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",57,0,0,"200303003057",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-16T00:00:00Z",75.5689,-124.30833333,44.33277778,1.949781497976,2003-Sep-16,0
"53","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",58,4,4.95,"200303003058",4,4.95,2.3981660961,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-16T00:00:00Z",98.7353,-124.28833333,43.93722222,2.064077216357,2003-Sep-16,239.81660961
"54","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",59,5,44.55,"200303003059",5,44.55,24.046353067622,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-17T00:00:00Z",435.3311,-124.9925,44.12166667,1.8526717908,2003-Sep-17,2404.6353067622
"55","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",60,7,22.2,"200303003060",7,22.2,11.771783843516,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-17T00:00:00Z",410.5363,-124.89305556,44.45166667,1.885865413017,2003-Sep-17,1177.1783843516
"56","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",61,0,0,"200303003061",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-17T00:00:00Z",983.7163,-125.04972222,43.63,2.0317366095,2003-Sep-17,0
"57","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",62,0,0,"200303003062",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-17T00:00:00Z",623.467,-124.87666667,43.44305556,2.308228385235,2003-Sep-17,0
"58","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",63,2,1.3,"200303003063",2,1.3,0.631770612016,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-18T00:00:00Z",351.2736,-124.64277778,43.7125,2.057708882424,2003-Sep-18,63.1770612016
"59","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",64,40,59.3,"200303003064",40,59.3,28.67765777026,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-24T00:00:00Z",198.5863,-124.70361111,43.27361111,2.067811830208,2003-Sep-24,2867.765777026
"60","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",65,2,5.55,"200303003065",2,5.55,1.911282681748,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-24T00:00:00Z",929.8208,-124.95166667,43.25666667,2.903809077015,2003-Sep-24,191.1282681748
"61","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",66,2,14.5,"200303003066",2,14.5,7.588225229125,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-24T00:00:00Z",143.8737,-124.84166667,42.94194444,1.910855247726,2003-Sep-24,758.8225229125
"62","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",67,2,4.4,"200303003067",2,4.4,2.343878714672,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-25T00:00:00Z",378.4663,-124.89444444,42.88,1.877230239115,2003-Sep-25,234.3878714672
"63","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",68,9,13.7,"200303003068",9,13.7,7.786587087442,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-25T00:00:00Z",289.6928,-124.82638889,42.86916667,1.759435789538,2003-Sep-25,778.6587087442
"64","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",69,8,1.1,"200303003069",8,1.1,0.49501773232,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-25T00:00:00Z",149.8785,-124.67944444,42.70138889,2.2221426187,2003-Sep-25,49.501773232
"65","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",70,18,31,"200303003070",18,31,14.362100375322,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-27T00:00:00Z",226.64,-124.71222222,42.59111111,2.158458664811,2003-Sep-27,1436.2100375322
"66","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",72,18,24.7,"200303003072",18,24.7,11.821027650817,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-27T00:00:00Z",171.4505,-124.67194444,42.35888889,2.089496846604,2003-Sep-27,1182.1027650817
"67","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",74,0,0,"200303003074",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-28T00:00:00Z",974.5636,-124.89638889,41.81055556,2.991734270576,2003-Sep-28,0
"68","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",75,2,2.9,"200303003075",2,2.9,1.245970016652,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-28T00:00:00Z",534.5921,-124.56166667,41.79916667,2.327503841379,2003-Sep-28,124.5970016652
"69","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",76,0,0,"200303003076",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-28T00:00:00Z",62.6986,-124.29416667,41.69027778,1.475490569752,2003-Sep-28,0
"70","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",77,7,15.45,"200303003077",7,15.45,6.962231736819,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-28T00:00:00Z",153.5479,-124.46722222,41.52388889,2.219116022567,2003-Sep-28,696.2231736819
"71","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",78,13,20.65,"200303003078",13,20.65,9.19078219846,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-28T00:00:00Z",212.0371,-124.49416667,41.52861111,2.24681638125,2003-Sep-28,919.078219846
"72","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",79,0,0,"200303003079",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-29T00:00:00Z",670.0284,-124.91666667,41.50055556,2.34750388001,2003-Sep-29,0
"73","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",80,0,0,"200303003080",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-29T00:00:00Z",1037.3964,-124.655,41.40722222,2.70179957088,2003-Sep-29,0
"74","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",81,8,9.85,"200303003081",8,9.85,4.970627376944,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-29T00:00:00Z",80.2624,-124.26555556,41.36472222,1.9816412,2003-Sep-29,497.0627376944
"75","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",82,5,14.1,"200303003082",5,14.1,6.317150530916,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-29T00:00:00Z",180.8479,-124.39944444,41.27111111,2.23201899828,2003-Sep-29,631.7150530916
"76","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",84,0,0,"200303003084",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-30T00:00:00Z",1141.6964,-124.83611111,41.11916667,3.633239642058,2003-Sep-30,0
"77","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",85,6,11.5,"200303003085",6,11.5,5.583130495211,NA,NA,-999,"Satisfactory",0,"0",2,"2003-09-30T00:00:00Z",449.7979,-124.45388889,41.00833333,2.059776322596,2003-Sep-30,558.3130495211
"78","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",90,0,0,"200303003090",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-05T00:00:00Z",145.4173,-124.60916667,40.46833333,2.082764998368,2003-Oct-05,0
"79","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",91,14,45.3,"200303003091",14,45.3,24.910529083649,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-05T00:00:00Z",370.5307,-124.50055556,40.34277778,1.8185081436,2003-Oct-05,2491.0529083649
"80","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",92,4,7.3,"200303003092",4,7.3,2.828035407908,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-05T00:00:00Z",94.796,-124.38333333,40.20444444,2.581297242456,2003-Oct-05,282.8035407908
"81","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",93,3,9.4,"200303003093",3,9.4,5.078000321539,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-06T00:00:00Z",450.5277,-124.50916667,40.2,1.851122371956,2003-Oct-06,507.8000321539
"82","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",94,0,0,"200303003094",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-06T00:00:00Z",905.5675,-124.76944444,40.18027778,4.151414446752,2003-Oct-06,0
"83","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",96,2,3.85,"200303003096",2,3.85,1.920792759747,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-07T00:00:00Z",393.2378,-124.05694444,39.73444444,2.004380733144,2003-Oct-07,192.0792759747
"84","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",97,20,41.65,"200303003097",20,41.65,15.412373202801,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-07T00:00:00Z",248.2467,-123.99583333,39.67027778,2.702374219204,2003-Oct-07,1541.2373202801
"85","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",98,0,0,"200303003098",0,0,0,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-07T00:00:00Z",879.2609,-124.12805556,39.50166667,3.190118189816,2003-Oct-07,0
"86","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",99,11,9.2,"200303003099",11,9.2,4.630834284724,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-07T00:00:00Z",95.6739,-123.83555556,39.24777778,1.986683054142,2003-Oct-07,463.0834284724
"87","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",100,16,30.9,"200303003100",16,30.9,12.762534300517,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-07T00:00:00Z",150.8131,-123.93444444,39.06666667,2.421149222592,2003-Oct-07,1276.2534300517
"88","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",101,12,21.2,"200303003101",12,21.2,11.586948353594,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-08T00:00:00Z",310.7657,-123.92805556,38.85833333,1.829644817,2003-Oct-08,1158.6948353594
"89","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",102,14,19.55,"200303003102",14,19.55,9.696816520524,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-08T00:00:00Z",115.7048,-123.70583333,38.76722222,2.016125597367,2003-Oct-08,969.6816520524
"90","longnose skate","Raja rhina","Groundfish Slope and Shelf Combination Survey",2003,"Blue Horizon",103,5,3.8,"200303003103",5,3.8,1.611542678028,NA,NA,-999,"Satisfactory",0,"0",2,"2003-10-08T00:00:00Z",190.6156,-123.75861111,38.70388889,2.3579890572,2003-Oct-08,161.1542678028
